,idx,word,pos,n_w,n_d,tf,i_d,idf,tf_idf
8646,332,own,JJ,1,42,0.023809523809523808,6,4.77631844218392,0.11372186767104572
8651,333,bigger,JJR,1,17,0.058823529411764705,5,4.958639998977875,0.29168470582222794
8657,333,often,RB,1,17,0.058823529411764705,10,4.26549281841793,0.2509113422598782
8662,333,more,RBR,1,17,0.058823529411764705,59,2.490540467506256,0.14650238044154448
8663,333,vibrant,JJ,1,17,0.058823529411764705,5,4.958639998977875,0.29168470582222794
8666,334,back,RB,1,37,0.02702702702702703,18,3.6777061535158113,0.09939746360853545
8672,334,though,RB,1,37,0.02702702702702703,15,3.8600277103097658,0.1043250732516153
8705,335,also,RB,1,20,0.05,30,3.1668805297498204,0.15834402648749102
8708,335,fast,RB,1,20,0.05,9,4.370853334075757,0.21854266670378786
8727,336,more,JJR,1,59,0.01694915254237288,59,2.490540467506256,0.04221255029671621
8747,336,basically,RB,1,59,0.01694915254237288,1,6.568077911411976,0.11132335443071145
8750,336,same,JJ,1,59,0.01694915254237288,29,3.2007820814255017,0.054250543752974605
8776,336,sapphire,JJ,1,59,0.01694915254237288,1,6.568077911411976,0.11132335443071145
8791,338,not,RB,1,21,0.047619047619047616,64,2.409194828052304,0.1147235632405859
8792,338,really,RB,1,21,0.047619047619047616,8,4.48863636973214,0.2137445890348638
8801,338,rather,RB,1,21,0.047619047619047616,10,4.26549281841793,0.20311870563894904
8803,338,newer,JJR,2,21,0.09523809523809523,9,4.370853334075757,0.416271746102453
8805,338,simply,RB,1,21,0.047619047619047616,2,5.87493073085203,0.27975860623104903
8807,338,newer,JJR,2,21,0.09523809523809523,9,4.370853334075757,0.416271746102453
8815,339,n't,RB,1,20,0.05,23,3.432583695482826,0.17162918477414132
8819,339,necessary,JJ,1,20,0.05,2,5.87493073085203,0.2937465365426015
8823,339,instead,RB,1,20,0.05,4,5.181783550292085,0.25908917751460425
8826,339,slower,JJR,1,20,0.05,2,5.87493073085203,0.2937465365426015
8832,340,n’t,RB,2,47,0.0425531914893617,80,2.186051276738094,0.09302345858459975
8835,340,exact,JJ,1,47,0.02127659574468085,2,5.87493073085203,0.12499852618834106
8844,340,n’t,RB,2,47,0.0425531914893617,80,2.186051276738094,0.09302345858459975
8852,340,there,RB,2,47,0.0425531914893617,37,2.957159998767751,0.12583659569224473
8856,340,same,JJ,1,47,0.02127659574468085,29,3.2007820814255017,0.06810174641330854
8860,340,f/1.8,JJ,1,47,0.02127659574468085,1,6.568077911411976,0.13974633854068033
8870,340,very,RB,1,47,0.02127659574468085,12,4.083171261623976,0.08687598428987182
8871,340,little,JJ,1,47,0.02127659574468085,16,3.7954891891721947,0.08075508913132329
8878,341,new,JJ,1,34,0.029411764705882353,78,2.211369084722384,0.06504026719771717
8884,341,about,RB,1,34,0.029411764705882353,26,3.3099813733904937,0.09735239333501453
8887,341,smaller,JJR,2,34,0.058823529411764705,19,3.623638932245535,0.2131552313085609
8898,341,smaller,JJR,2,34,0.058823529411764705,19,3.623638932245535,0.2131552313085609
8924,343,again,RB,1,14,0.07142857142857142,10,4.26549281841793,0.30467805845842355
8928,343,likely,JJ,1,14,0.07142857142857142,12,4.083171261623976,0.2916550901159983
8936,343,low,JJ,1,14,0.07142857142857142,12,4.083171261623976,0.2916550901159983
8938,344,however,RB,1,49,0.02040816326530612,16,3.7954891891721947,0.0774589630443305
8944,344,same,JJ,1,49,0.02040816326530612,29,3.2007820814255017,0.065322083294398
8950,344,normal,JJ,1,49,0.02040816326530612,7,4.622167762356662,0.09432995433380943
8952,344,wide,JJ,1,49,0.02040816326530612,6,4.77631844218392,0.09747588657518204
8966,344,hugely,RB,1,49,0.02040816326530612,2,5.87493073085203,0.11989654552759245
8984,344,heavy,JJ,1,49,0.02040816326530612,8,4.48863636973214,0.09160482387208448
8989,345,also,RB,1,14,0.07142857142857142,30,3.1668805297498204,0.22620575212498717
8992,345,smaller,JJR,1,14,0.07142857142857142,19,3.623638932245535,0.2588313523032525
9009,346,best,JJS,1,17,0.058823529411764705,12,4.083171261623976,0.24018654480141036
9012,346,ever,RB,1,17,0.058823529411764705,12,4.083171261623976,0.24018654480141036
9022,347,bionic,JJ,1,8,0.125,9,4.370853334075757,0.5463566667594696
9026,348,so,RB,1,28,0.03571428571428571,25,3.349202086543775,0.11961436023370624
9027,348,just,RB,1,28,0.03571428571428571,31,3.1340907069268296,0.11193181096167248
9029,348,much,JJ,1,28,0.03571428571428571,28,3.2358734012367716,0.11556690718702756
9038,348,same,JJ,1,28,0.03571428571428571,29,3.2007820814255017,0.11431364576519648
9043,348,complete,JJ,1,28,0.03571428571428571,3,5.469465622743866,0.19533805795513806
9050,348,inside,RB,1,28,0.03571428571428571,5,4.958639998977875,0.17709428567778127
9058,349,smaller,JJR,1,18,0.05555555555555555,19,3.623638932245535,0.20131327401364082
9060,349,other,JJ,1,18,0.05555555555555555,16,3.7954891891721947,0.21086051050956636
9082,350,efficient,JJ,1,37,0.02702702702702703,3,5.469465622743866,0.1478233952092937
9088,350,small,JJ,1,37,0.02702702702702703,33,3.0715703499454956,0.08301541486339178
9098,350,slightly,RB,1,37,0.02702702702702703,4,5.181783550292085,0.14004820406194826
9099,350,larger,JJR,1,37,0.02702702702702703,13,4.003128553950439,0.10819266362028213
9114,351,ios,JJ,1,25,0.04,22,3.47703545805366,0.1390814183221464
9119,351,older,JJR,1,25,0.04,12,4.083171261623976,0.16332685046495904
9125,351,quiet,JJ,1,25,0.04,1,6.568077911411976,0.26272311645647906
9127,351,significant,JJ,1,25,0.04,3,5.469465622743866,0.21877862490975464
9135,352,short,JJ,1,8,0.125,3,5.469465622743866,0.6836832028429832
9144,353,n’t,RB,1,13,0.07692307692307693,80,2.186051276738094,0.16815779051831495
9152,353,daily,JJ,1,13,0.07692307692307693,2,5.87493073085203,0.4519177485270793
9157,354,standard,JJ,1,47,0.02127659574468085,4,5.181783550292085,0.11025071383600181
9164,354,full,JJ,1,47,0.02127659574468085,5,4.958639998977875,0.10550297870165692
9168,354,continuously,RB,1,47,0.02127659574468085,1,6.568077911411976,0.13974633854068033
9184,354,about,RB,1,47,0.02127659574468085,26,3.3099813733904937,0.07042513560405306
9210,355,now,RB,1,40,0.025,27,3.2722410454076467,0.08180602613519117
9219,355,old,JJ,1,40,0.025,16,3.7954891891721947,0.09488722972930487
9222,355,likely,RB,1,40,0.025,12,4.083171261623976,0.1020792815405994
9225,355,ios,JJ,1,40,0.025,22,3.47703545805366,0.08692588645134151
9237,355,newer,JJR,1,40,0.025,9,4.370853334075757,0.10927133335189393
9239,355,bionic,JJ,1,40,0.025,9,4.370853334075757,0.10927133335189393
9265,356,instantly,RB,1,48,0.020833333333333332,2,5.87493073085203,0.12239439022608396
9268,356,sharpness,JJ,1,48,0.020833333333333332,3,5.469465622743866,0.11394720047383053
9270,356,more,RBR,1,48,0.020833333333333332,59,2.490540467506256,0.05188625973971367
9271,356,accurate,JJ,1,48,0.020833333333333332,4,5.181783550292085,0.10795382396441844
9279,356,better,JJR,1,48,0.020833333333333332,25,3.349202086543775,0.06977504346966197
9285,356,brighter,JJR,1,48,0.020833333333333332,6,4.77631844218392,0.099506634212165
9287,356,darker,JJR,1,48,0.020833333333333332,2,5.87493073085203,0.12239439022608396
9293,357,normal,JJ,1,19,0.05263157894736842,7,4.622167762356662,0.2432719874924559
9303,357,smaller,JJR,1,19,0.05263157894736842,19,3.623638932245535,0.19071783853923868
9306,357,more,RBR,1,19,0.05263157894736842,59,2.490540467506256,0.13108107723717136
9307,357,comfortable,JJ,1,19,0.05263157894736842,5,4.958639998977875,0.2609810525777829
9311,358,real,JJ,1,38,0.02631578947368421,9,4.370853334075757,0.11502245615988833
9321,358,solid,JJ,1,38,0.02631578947368421,10,4.26549281841793,0.11224981101099815
9355,359,consistently,RB,1,24,0.041666666666666664,2,5.87493073085203,0.24478878045216793
9356,359,better,JJR,1,24,0.041666666666666664,25,3.349202086543775,0.13955008693932394
9367,359,original,JJ,1,24,0.041666666666666664,13,4.003128553950439,0.16679702308126826
9380,360,new,JJ,1,49,0.02040816326530612,78,2.211369084722384,0.04512998132086498
9394,360,interesting,JJ,1,49,0.02040816326530612,2,5.87493073085203,0.11989654552759245
9421,361,new,JJ,1,32,0.03125,78,2.211369084722384,0.0691052838975745
9426,361,great,JJ,1,32,0.03125,16,3.7954891891721947,0.11860903716163108
9432,361,quick,JJ,1,32,0.03125,4,5.181783550292085,0.16193073594662766
9450,361,nearby,JJ,1,32,0.03125,2,5.87493073085203,0.18359158533912595
9455,362,main,JJ,1,22,0.045454545454545456,5,4.958639998977875,0.22539272722626708
9469,362,same,JJ,1,22,0.045454545454545456,29,3.2007820814255017,0.1454900946102501
9476,363,similar,JJ,1,20,0.05,12,4.083171261623976,0.2041585630811988
9500,364,less,RBR,1,45,0.022222222222222223,23,3.432583695482826,0.07627963767739614
9501,364,warm,JJ,1,45,0.022222222222222223,1,6.568077911411976,0.14595728692026613
9506,364,even,RB,1,45,0.022222222222222223,22,3.47703545805366,0.07726745462341468
9520,364,more,RBR,1,45,0.022222222222222223,59,2.490540467506256,0.05534534372236125
9521,364,visually,RB,1,45,0.022222222222222223,1,6.568077911411976,0.14595728692026613
9522,364,appealing,JJ,1,45,0.022222222222222223,1,6.568077911411976,0.14595728692026613
9532,364,good,JJ,1,45,0.022222222222222223,20,3.572345637857985,0.07938545861906633
9541,365,small,JJ,1,21,0.047619047619047616,33,3.0715703499454956,0.1462652547593093
9543,365,nimble,JJ,1,21,0.047619047619047616,1,6.568077911411976,0.31276561482914167
9545,365,easy,JJ,1,21,0.047619047619047616,6,4.77631844218392,0.22744373534209145
9551,365,just,RB,1,21,0.047619047619047616,31,3.1340907069268296,0.1492424146155633
9552,365,enough,JJ,1,21,0.047619047619047616,12,4.083171261623976,0.19443672674399884
9562,366,just,RB,1,29,0.034482758620689655,31,3.1340907069268296,0.10807209334230447
9563,366,about,RB,1,29,0.034482758620689655,26,3.3099813733904937,0.11413728873760323
9575,366,very,RB,1,29,0.034482758620689655,12,4.083171261623976,0.1407990090215164
9576,366,fast,JJ,1,29,0.034482758620689655,9,4.370853334075757,0.15071908048537092
9580,366,sharp,JJ,1,29,0.034482758620689655,9,4.370853334075757,0.15071908048537092
9583,366,good,JJ,1,29,0.034482758620689655,20,3.572345637857985,0.12318433233993051
9586,366,true,JJ,1,29,0.034482758620689655,9,4.370853334075757,0.15071908048537092
9590,367,real,JJ,1,25,0.04,9,4.370853334075757,0.17483413336303028
9597,367,peppy,JJ,1,25,0.04,1,6.568077911411976,0.26272311645647906
9630,368,most,JJS,1,43,0.023255813953488372,36,2.984558972955866,0.06940834820827595
9637,368,ever,RB,1,43,0.023255813953488372,12,4.083171261623976,0.09495747120055757
9644,368,n’t,RB,1,43,0.023255813953488372,80,2.186051276738094,0.05083840178460684
9646,368,as,RB,1,43,0.023255813953488372,72,2.2914117923959205,0.05328864633478885
9647,368,well,RB,1,43,0.023255813953488372,26,3.3099813733904937,0.07697631100908124
9652,368,understandable,JJ,1,43,0.023255813953488372,1,6.568077911411976,0.1527459979398134
9658,369,longer,RBR,1,15,0.06666666666666667,6,4.77631844218392,0.31842122947892804
9664,369,though,RB,1,15,0.06666666666666667,15,3.8600277103097658,0.2573351806873177
9667,369,more,RBR,1,15,0.06666666666666667,59,2.490540467506256,0.16603603116708374
9670,369,constrained,JJ,1,15,0.06666666666666667,1,6.568077911411976,0.43787186076079837
9673,370,also,RB,1,29,0.034482758620689655,30,3.1668805297498204,0.10920277688792483
9684,370,as,RB,2,29,0.06896551724137931,72,2.2914117923959205,0.15802839947558073
9685,370,well,RB,1,29,0.034482758620689655,26,3.3099813733904937,0.11413728873760323
9687,370,slow,JJ,1,29,0.034482758620689655,5,4.958639998977875,0.17098758617165088
9704,371,easy,JJ,1,29,0.034482758620689655,6,4.77631844218392,0.16470063593737658
9708,371,even,RB,1,29,0.034482758620689655,22,3.47703545805366,0.11989777441564345
9715,371,such,JJ,1,29,0.034482758620689655,5,4.958639998977875,0.17098758617165088
9732,372,clear,JJ,1,28,0.03571428571428571,6,4.77631844218392,0.17058280150656857
9755,372,few,JJ,1,28,0.03571428571428571,16,3.7954891891721947,0.13555318532757837
9770,373,noticeably,RB,1,20,0.05,2,5.87493073085203,0.2937465365426015
9771,373,closer,RBR,1,20,0.05,3,5.469465622743866,0.2734732811371933
9772,373,together,RB,1,20,0.05,1,6.568077911411976,0.3284038955705988
9775,373,most,JJS,1,20,0.05,36,2.984558972955866,0.1492279486477933
9788,374,low,JJ,1,20,0.05,12,4.083171261623976,0.2041585630811988
9793,374,n't,RB,1,20,0.05,23,3.432583695482826,0.17162918477414132
9799,375,rear,JJ,2,58,0.034482758620689655,8,4.48863636973214,0.15478056447352206
9806,375,same,JJ,1,58,0.017241379310344827,29,3.2007820814255017,0.055185897955612094
9818,375,a13,JJ,1,58,0.017241379310344827,13,4.003128553950439,0.0690194578267317
9834,375,best,JJS,1,58,0.017241379310344827,12,4.083171261623976,0.0703995045107582
9839,375,even,RB,1,58,0.017241379310344827,22,3.47703545805366,0.059948887207821724
9848,375,main,JJ,1,58,0.017241379310344827,5,4.958639998977875,0.08549379308582544
9849,375,rear,JJ,2,58,0.034482758620689655,8,4.48863636973214,0.15478056447352206
9858,376,particular,JJ,1,20,0.05,1,6.568077911411976,0.3284038955705988
9863,376,massively,RB,1,20,0.05,1,6.568077911411976,0.3284038955705988
9879,377,harder,JJR,1,23,0.043478260869565216,2,5.87493073085203,0.25543177090661
9886,377,smaller,JJR,1,23,0.043478260869565216,19,3.623638932245535,0.15754951879328413
9894,377,more,JJR,1,23,0.043478260869565216,59,2.490540467506256,0.10828436815244591
9910,378,brighter,JJR,1,23,0.043478260869565216,6,4.77631844218392,0.20766601922538783
9913,378,better,JJR,1,23,0.043478260869565216,25,3.349202086543775,0.1456174820236424
9944,379,impressive,JJ,1,33,0.030303030303030304,8,4.48863636973214,0.13601928393127696
9948,379,first,JJ,1,33,0.030303030303030304,9,4.370853334075757,0.1324501010325987
9957,380,darker,JJR,1,26,0.038461538461538464,2,5.87493073085203,0.22595887426353964
9963,380,far,RB,1,26,0.038461538461538464,12,4.083171261623976,0.1570450485239991
9964,380,too,RB,2,26,0.07692307692307693,15,3.8600277103097658,0.29692520848536663
9965,380,bright,JJ,1,26,0.038461538461538464,8,4.48863636973214,0.17263986037431306
9970,380,new,JJ,1,26,0.038461538461538464,78,2.211369084722384,0.08505265710470708
9976,380,too,RB,2,26,0.07692307692307693,15,3.8600277103097658,0.29692520848536663
9977,380,hard,JJ,1,26,0.038461538461538464,9,4.370853334075757,0.16810974361829834
9981,381,then,RB,1,5,0.2,10,4.26549281841793,0.853098563683586
9988,382,front,JJ,1,35,0.02857142857142857,12,4.083171261623976,0.11666203604639931
10002,382,new,JJ,1,35,0.02857142857142857,78,2.211369084722384,0.06318197384921097
10018,382,low,JJ,1,35,0.02857142857142857,12,4.083171261623976,0.11666203604639931
10026,383,single,JJ,1,17,0.058823529411764705,9,4.370853334075757,0.2571090196515151
10027,383,rear,JJ,1,17,0.058823529411764705,8,4.48863636973214,0.2640374335136553
10031,383,smarthdr,RB,1,17,0.058823529411764705,1,6.568077911411976,0.38635752420070446
10039,384,often,RB,1,27,0.037037037037037035,10,4.26549281841793,0.15798121549696037
10048,384,much,RB,1,27,0.037037037037037035,28,3.2358734012367716,0.11984716300876931
10049,384,brighter,JJR,1,27,0.037037037037037035,6,4.77631844218392,0.1769006830438489
10052,384,real,JJ,1,27,0.037037037037037035,9,4.370853334075757,0.16188345681762062
10056,384,usually,RB,1,27,0.037037037037037035,2,5.87493073085203,0.2175900270685937
10065,385,mobile,JJ,1,24,0.041666666666666664,5,4.958639998977875,0.20660999995741147
10070,385,big,JJ,1,24,0.041666666666666664,11,4.170182638613605,0.17375760994223355
10073,385,many,JJ,1,24,0.041666666666666664,17,3.7348645673557597,0.15561935697315665
10090,386,good,JJ,1,26,0.038461538461538464,20,3.572345637857985,0.13739790914838404
10095,386,fine,JJ,1,26,0.038461538461538464,5,4.958639998977875,0.1907169230376106
10098,386,low,JJ,1,26,0.038461538461538464,12,4.083171261623976,0.1570450485239991
10103,386,still,RB,1,26,0.038461538461538464,34,3.0417173867958143,0.11698913026137747
10105,386,grainy,JJ,1,26,0.038461538461538464,3,5.469465622743866,0.2103640624132256
10106,386,enough,RB,1,26,0.038461538461538464,12,4.083171261623976,0.1570450485239991
10109,386,almost,RB,1,26,0.038461538461538464,5,4.958639998977875,0.1907169230376106
10112,386,impressionist,JJ,1,26,0.038461538461538464,1,6.568077911411976,0.25261838120815294
10116,387,rear,JJ,2,45,0.044444444444444446,8,4.48863636973214,0.19949494976587287
10125,387,f1.8,JJ,2,45,0.044444444444444446,1,6.568077911411976,0.29191457384053227
10133,387,rear,JJ,2,45,0.044444444444444446,8,4.48863636973214,0.19949494976587287
10137,387,main,JJ,1,45,0.022222222222222223,5,4.958639998977875,0.11019199997728613
10138,387,wide,JJ,1,45,0.022222222222222223,6,4.77631844218392,0.10614040982630935
10145,387,f1.8,JJ,2,45,0.044444444444444446,1,6.568077911411976,0.29191457384053227
10149,387,ultrawide,JJ,1,45,0.022222222222222223,4,5.181783550292085,0.11515074556204634
10157,387,f/2.4,JJ,1,45,0.022222222222222223,1,6.568077911411976,0.14595728692026613
10160,388,however,RB,1,34,0.029411764705882353,16,3.7954891891721947,0.11163203497565279
10164,388,direct,JJ,1,34,0.029411764705882353,1,6.568077911411976,0.19317876210035223
10168,388,best,JJS,1,34,0.029411764705882353,12,4.083171261623976,0.12009327240070518
10176,388,n’t,RB,1,34,0.029411764705882353,80,2.186051276738094,0.06429562578641454
10177,388,as,RB,2,34,0.058823529411764705,72,2.2914117923959205,0.1347889289644659
10178,388,much,JJ,1,34,0.029411764705882353,28,3.2358734012367716,0.09517274709519916
10184,388,massive,JJ,1,34,0.029411764705882353,2,5.87493073085203,0.17279208031917737
10202,389,n’t,RB,1,23,0.043478260869565216,80,2.186051276738094,0.09504570768426496
10203,389,nearly,RB,1,23,0.043478260869565216,7,4.622167762356662,0.20096381575463748
10204,389,as,RB,2,23,0.08695652173913043,72,2.2914117923959205,0.1992531993387757
10205,389,enjoyable,JJ,1,23,0.043478260869565216,2,5.87493073085203,0.25543177090661
10211,389,larger,JJR,1,23,0.043478260869565216,13,4.003128553950439,0.17404906756306254
10221,390,powerful,JJ,1,18,0.05555555555555555,10,4.26549281841793,0.23697182324544053
10222,390,small,JJ,1,18,0.05555555555555555,33,3.0715703499454956,0.1706427972191942
10230,390,far,RB,1,18,0.05555555555555555,12,4.083171261623976,0.22684284786799866
10232,390,best,JJS,1,18,0.05555555555555555,12,4.083171261623976,0.22684284786799866
10239,391,ultrawide,JJ,1,25,0.04,4,5.181783550292085,0.2072713420116834
10249,391,n't,RB,1,25,0.04,23,3.432583695482826,0.13730334781931305
10262,392,n’t,RB,1,36,0.027777777777777776,80,2.186051276738094,0.060723646576058166
10271,392,superb,JJ,1,36,0.027777777777777776,1,6.568077911411976,0.18244660865033266
10274,392,worth,JJ,1,36,0.027777777777777776,4,5.181783550292085,0.1439384319525579
10287,392,additional,JJ,1,36,0.027777777777777776,2,5.87493073085203,0.1631925203014453
10288,392,ultra,JJ,1,36,0.027777777777777776,2,5.87493073085203,0.1631925203014453
10289,392,-,JJ,1,36,0.027777777777777776,140,1.6264354888026713,0.04517876357785198
10290,392,wide,JJ,1,36,0.027777777777777776,6,4.77631844218392,0.13267551228288668
10292,392,2x,JJ,1,36,0.027777777777777776,2,5.87493073085203,0.1631925203014453
10296,393,even,RB,1,14,0.07142857142857142,22,3.47703545805366,0.24835967557526142
10313,394,smaller,JJR,1,39,0.02564102564102564,19,3.623638932245535,0.09291381877552654
10315,394,faster,RBR,1,39,0.02564102564102564,6,4.77631844218392,0.12246970364574154
10318,394,viable,JJ,1,39,0.02564102564102564,1,6.568077911411976,0.16841225413876862
10360,395,hard,JJ,1,32,0.03125,9,4.370853334075757,0.1365891666898674
10371,395,larger,JJR,1,32,0.03125,13,4.003128553950439,0.1250977673109512
10374,395,even,RB,1,32,0.03125,22,3.47703545805366,0.10865735806417688
10375,395,then,RB,1,32,0.03125,10,4.26549281841793,0.1332966505755603
10379,395,subtle,JJ,1,32,0.03125,2,5.87493073085203,0.18359158533912595
10394,396,small,JJ,1,21,0.047619047619047616,33,3.0715703499454956,0.1462652547593093
10397,396,still,RB,1,21,0.047619047619047616,34,3.0417173867958143,0.14484368508551496
10398,396,there,RB,1,21,0.047619047619047616,37,2.957159998767751,0.14081714279846433
10410,397,precisely,RB,1,23,0.043478260869565216,2,5.87493073085203,0.25543177090661
10411,397,as,RB,2,23,0.08695652173913043,72,2.2914117923959205,0.1992531993387757
10419,397,audio,JJ,1,23,0.043478260869565216,7,4.622167762356662,0.20096381575463748
10433,398,at,RB,1,24,0.041666666666666664,63,2.4249431850204433,0.1010392993758518
10434,398,all,RB,1,24,0.041666666666666664,33,3.0715703499454956,0.12798209791439563
10443,398,considerably,RB,1,24,0.041666666666666664,2,5.87493073085203,0.24478878045216793
10444,398,larger,JJR,1,24,0.041666666666666664,13,4.003128553950439,0.16679702308126826
10450,399,good,JJ,1,15,0.06666666666666667,20,3.572345637857985,0.23815637585719898
10457,399,similar,JJ,1,15,0.06666666666666667,12,4.083171261623976,0.2722114174415984
10464,400,not,RB,1,38,0.02631578947368421,64,2.409194828052304,0.06339986389611325
10485,400,n’t,RB,1,38,0.02631578947368421,80,2.186051276738094,0.05752766517731826
10486,400,as,RB,1,38,0.02631578947368421,72,2.2914117923959205,0.06030031032620843
10487,400,strong,JJ,1,38,0.02631578947368421,4,5.181783550292085,0.13636272500768645
10492,400,aforementioned,JJ,1,38,0.02631578947368421,2,5.87493073085203,0.15460344028557974
10503,401,little,JJ,1,6,0.16666666666666666,16,3.7954891891721947,0.6325815315286991
10511,402,so,RB,1,30,0.03333333333333333,25,3.349202086543775,0.11164006955145916
10512,402,much,RB,2,30,0.06666666666666667,28,3.2358734012367716,0.21572489341578477
10513,402,faster,JJR,1,30,0.03333333333333333,6,4.77631844218392,0.15921061473946402
10516,402,much,RB,2,30,0.06666666666666667,28,3.2358734012367716,0.21572489341578477
10517,402,better,JJR,1,30,0.03333333333333333,25,3.349202086543775,0.11164006955145916
10518,402,wireless,JJ,1,30,0.03333333333333333,13,4.003128553950439,0.13343761846501462
10535,402,right,RB,1,30,0.03333333333333333,14,3.929020581796717,0.13096735272655724
10536,402,now,RB,1,30,0.03333333333333333,27,3.2722410454076467,0.10907470151358822
10542,403,below,RB,1,14,0.07142857142857142,9,4.370853334075757,0.31220380957683974
10557,404,n’t,RB,1,34,0.029411764705882353,80,2.186051276738094,0.06429562578641454
10558,404,always,RB,1,34,0.029411764705882353,5,4.958639998977875,0.14584235291111397
10559,404,quite,RB,1,34,0.029411764705882353,8,4.48863636973214,0.13201871675682764
10571,404,only,RB,1,34,0.029411764705882353,28,3.2358734012367716,0.09517274709519916
10581,404,not,RB,1,34,0.029411764705882353,64,2.409194828052304,0.07085867141330306
10593,405,enough,JJ,1,17,0.058823529411764705,12,4.083171261623976,0.24018654480141036
10606,406,small,JJ,1,27,0.037037037037037035,33,3.0715703499454956,0.11376186481279613
10608,406,android,JJ,1,27,0.037037037037037035,22,3.47703545805366,0.12877909103902443
10621,406,also,RB,1,27,0.037037037037037035,30,3.1668805297498204,0.11729187147221556
10637,408,new,JJ,1,43,0.023255813953488372,78,2.211369084722384,0.05142718801679963
10657,408,smart,JJ,1,43,0.023255813953488372,7,4.622167762356662,0.1074922735431782
10666,408,quite,RB,1,43,0.023255813953488372,8,4.48863636973214,0.10438689231935208
10667,408,strange,JJ,1,43,0.023255813953488372,2,5.87493073085203,0.13662629606632629
10681,409,even,RB,1,19,0.05263157894736842,22,3.47703545805366,0.18300186621335052
10695,409,complex,JJ,1,19,0.05263157894736842,1,6.568077911411976,0.3456883111269461
10700,410,really,RB,1,23,0.043478260869565216,8,4.48863636973214,0.19515810303183215
10706,410,middling,JJ,1,23,0.043478260869565216,1,6.568077911411976,0.28556860484399893
10710,410,more,JJR,2,23,0.08695652173913043,59,2.490540467506256,0.21656873630489182
10715,410,more,JJR,2,23,0.08695652173913043,59,2.490540467506256,0.21656873630489182
10718,410,less,JJR,1,23,0.043478260869565216,23,3.432583695482826,0.14924276936881853
10728,412,not,RB,2,23,0.08695652173913043,64,2.409194828052304,0.20949520243933076
10729,412,terrible,JJ,1,23,0.043478260869565216,1,6.568077911411976,0.28556860484399893
10734,412,not,RB,2,23,0.08695652173913043,64,2.409194828052304,0.20949520243933076
10735,412,easy,JJ,1,23,0.043478260869565216,6,4.77631844218392,0.20766601922538783
10739,412,smart,RB,1,23,0.043478260869565216,7,4.622167762356662,0.20096381575463748
10768,413,n’t,RB,1,27,0.037037037037037035,80,2.186051276738094,0.08096486210141089
10769,413,often,RB,1,27,0.037037037037037035,10,4.26549281841793,0.15798121549696037
10773,413,midrange,JJ,1,27,0.037037037037037035,7,4.622167762356662,0.1711913986058023
10804,415,most,RBS,1,18,0.05555555555555555,36,2.984558972955866,0.16580883183088144
10805,415,obvious,JJ,1,18,0.05555555555555555,4,5.181783550292085,0.2878768639051158
10815,415,tighter,JJR,1,18,0.05555555555555555,2,5.87493073085203,0.3263850406028906
10826,416,algorithmically,RB,1,42,0.023809523809523808,1,6.568077911411976,0.15638280741457083
10834,416,alone,RB,1,42,0.023809523809523808,2,5.87493073085203,0.13987930311552452
10836,416,impressive,JJ,1,42,0.023809523809523808,8,4.48863636973214,0.1068722945174319
10860,416,single,JJ,1,42,0.023809523809523808,9,4.370853334075757,0.10406793652561325
10867,417,older,JJR,1,22,0.045454545454545456,12,4.083171261623976,0.18559869371018073
10871,417,frequently,RB,1,22,0.045454545454545456,2,5.87493073085203,0.2670423059478196
10879,417,maximum,JJ,1,22,0.045454545454545456,3,5.469465622743866,0.24861207376108482
10882,417,much,RB,1,22,0.045454545454545456,28,3.2358734012367716,0.14708515460167143
10883,417,lower,JJR,1,22,0.045454545454545456,4,5.181783550292085,0.23553561592236752
10885,418,most,JJS,1,15,0.06666666666666667,36,2.984558972955866,0.19897059819705773
10894,418,larger,JJR,1,15,0.06666666666666667,13,4.003128553950439,0.26687523693002924
10900,419,here,RB,1,11,0.09090909090909091,15,3.8600277103097658,0.3509116100281605
10903,419,few,JJ,1,11,0.09090909090909091,16,3.7954891891721947,0.3450444717429268
10904,419,other,JJ,1,11,0.09090909090909091,16,3.7954891891721947,0.3450444717429268
10911,420,elsewhere,RB,1,27,0.037037037037037035,3,5.469465622743866,0.2025728008423654
10914,420,low,JJ,1,27,0.037037037037037035,12,4.083171261623976,0.15122856524533243
10919,420,n’t,RB,1,27,0.037037037037037035,80,2.186051276738094,0.08096486210141089
10920,420,as,RB,1,27,0.037037037037037035,72,2.2914117923959205,0.08486710342207113
10921,420,robust,JJ,1,27,0.037037037037037035,1,6.568077911411976,0.2432621448671102
10932,420,behemothic,JJ,1,27,0.037037037037037035,2,5.87493073085203,0.2175900270685937
10939,421,clear,JJ,1,11,0.09090909090909091,6,4.77631844218392,0.4342107674712655
10940,421,mid,JJ,1,11,0.09090909090909091,4,5.181783550292085,0.47107123184473504
10941,421,-,JJ,1,11,0.09090909090909091,140,1.6264354888026713,0.14785777170933376
10946,421,as,RB,1,11,0.09090909090909091,72,2.2914117923959205,0.2083101629450837
10947,421,well,RB,1,11,0.09090909090909091,26,3.3099813733904937,0.300907397580954
10967,422,overall,RB,1,20,0.05,7,4.622167762356662,0.23110838811783313
10973,423,great,JJ,1,10,0.1,16,3.7954891891721947,0.3795489189172195
10976,423,accurate,JJ,1,10,0.1,4,5.181783550292085,0.5181783550292085
